,SRX10470966,SRX10470967,SRX10470968,SRX10470969,SRX10470970,SRX10470971,SRX10470972,SRX10470973,SRX10470974,SRX10470975,SRX10470976,SRX10470977,SRX10470978,SRX10470979,SRX10470980,SRX10470981,SRX10470982,SRX10470983,SRX10470984,SRX10470985,SRX10470986,SRX10470987,SRX10470988,SRX10470989,SRX10470990,SRX10470991,SRX10470992,SRX10470993,SRX10470994,SRX10470995,SRX10470996,SRX10470997,SRX10470998,SRX10470999,SRX10471000,SRX10471001,SRX10471002,SRX10471003,SRX10471004,SRX10471005,SRX10471006,SRX10471007,SRX10471008,SRX10471009,SRX10471010,SRX10471011,SRX10471012,SRX10471013,SRX10471014,SRX10471015,SRX10471016,SRX10471017,SRX10471018,SRX10471019
2383,0,0,0,0,0,0,0,0,0,0,0.999325778467116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2384,44.2621554587403,8.76539980272536,27.1197902588646,7.82824588894986,2.11795411134119,32.3998379617942,16.3277422657161,10.2240945138075,39.1417301094234,32.4779804034267,134.908980093061,29.1726688491869,81.5427968227922,35.1156822939516,98.96407688741,30.2800016236597,26.7864909078857,49.4684765670164,72.590093407475,56.5639161779464,75.964399661627,19.5834495191211,102.805816175322,29.4725791773472,34.6688238271475,31.0303616207054,51.9257014056613,40.2976195484729,16.0292550205923,46.4039934929324,51.6975727743523,22.945216546343,41.326391401321,56.5324305509964,12.8622550652039,52.7258111071143,30.4661646192782,32.2146662594524,30.8140351668891,105.324156999366,53.7564824060147,46.6811286667554,34.3179421370924,36.4779505661009,43.7385901867481,39.5951696979488,35.4347343770187,56.9230943543169,30.2848175380993,25.4163058254586,30.6669901741734,32.4514791872926,44.9683739549223,72.6939984678351
2386,0,7.01231984218029,0,0.978530736118733,0,0,0.907096792539785,0,1.82054558648481,2.70649836695223,11.9919093416054,1.32603040223577,0.937273526698761,1.21088559634316,1.09960085430456,0,0,3.80526742823203,5.11197840897711,7.66968354955205,0.844048885129189,2.06141573885485,4.32866594422409,0,3.25020223379508,0.886581760591582,2.78173400387471,1.1513605585278,3.77158941660996,0,2.15406553226468,4.30222810243932,0.961078869798163,4.096552938478,0.989404235784912,3.36547730470942,1.21864658477113,0,0.832811761267273,2.50771802379443,4.71548091280831,4.86261756945369,7.35384474366266,1.87066413159492,7.81046253334787,0,0,6.50549649763622,3.98484441290781,1.30340029874147,1.85860546510142,0,8.77431686925313,0.908674980847939
2387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02239568179542,0,0,1.03070786942743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25385901189721,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908674980847939
2388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2393,0,0,0,0,0,0,0,0,0,0,1.99865155693423,0,0,0,1.09960085430456,0,0,0,0,0,0,0,0,1.22802413238947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2394,0,0,0,0,0,0,0,0,0,0,0,0,0.937273526698761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958710443694007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.651700149370734,0,0,0,0
2407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409,6.32316506553433,0.876539980272536,1.04306885611018,0.978530736118733,0,0,0,3.06722835414224,2.73081837972721,2.70649836695223,0,0,2.81182058009628,0,0,2.16285725883284,0,0.951316857058008,0,5.75226266216404,2.53214665538757,8.24566295541942,7.57516540239216,2.45604826477893,0,4.43290880295791,0,0,0.942897354152491,4.21854486299386,5.38516383066169,0,0,1.6386211753912,0.989404235784912,1.12182576823647,0,0,4.99687056760364,2.50771802379443,5.65857709536997,1.94504702778147,0,0.93533206579746,1.56209250666957,0,5.76844513114258,1.62637412440906,0.796968882581562,1.9551004481122,0.929302732550708,2.95013447157206,1.09678960865664,2.72602494254382
2411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.819310587695601,0.989404235784912,0,0,0,0.832811761267273,0,0.943096182561662,0,0,0.93533206579746,1.56209250666957,0,0,0,0,0.651700149370734,0,0,0,0
